WormBaseGeneID	RILtrait	RILe_chr	RILe_peak	RIL_var_exp	gene_Chr	gene_start	gene_end	RILe_start	RILe_end	RILeQTL_classification	RILHyperDivergent	RILhotspot_Chr	RILhotspot_cM	RILHotspot	RILHotspot_QTL_count	Hotspots_Detected_in_WIeQTL	Merged_RILHotspots_cM	merged_RILHotspots_QTL_count	Detected_in_WIeQTL	Chr_pos	eChr_pos
WBGene00009397	A_12_P118372	X	5810100	0.165955374601365	II	12904398	12906686	4891523	5949176	Distant eQTL	No	X	17	Yes	19	Yes	13, 13.5, 14, 14.5, 15, 15.5, 16, 16.5, 17	285	NA	II	X
WBGene00019316	A_12_P118377	II	916957	0.449010700494396	II	1071175	1071342	913646	1041031	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	II	II
WBGene00003638	A_12_P118388	X	15825470	0.30694456910125	X	15708213	15716865	15524121	15930189	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	X	X
WBGene00003638	A_12_P118388	II	14465917	0.0124341046915061	X	15708213	15716865	14018808	15274701	Distant eQTL	No	II	41.5	No	4	NA	NA	NA	NA	X	II
WBGene00003638	A_12_P118388	X	5526747	0.0004446147909643	X	15708213	15716865	4674201	5676445	Distant eQTL	No	X	16	Yes	35	Yes	13, 13.5, 14, 14.5, 15, 15.5, 16, 16.5, 17	285	NA	X	X
WBGene00015043	A_12_P118394	V	4079351	0.450259249140162	V	3964762	3967880	3955395	4090452	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	V	V
WBGene00010128	A_12_P118397	III	5369519	0.103152879153631	IV	12962593	12964667	2896298	6329927	Distant eQTL	No	III	26	No	4	NA	NA	NA	NA	IV	III
WBGene00007708	A_12_P118403	I	10579627	0.277893406710935	I	10179042	10179236	10084096	10826560	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	I	I
WBGene00001916	A_12_P118415	III	12361892	0.485839895420107	II	13828287	13828697	12319309	12393485	Distant eQTL	Yes	NA	NA	NA	NA	NA	NA	NA	NA	II	III
WBGene00001916	A_12_P118415	X	3088382	0.0105566103960654	II	13828287	13828697	2636716	3572913	Distant eQTL	No	X	9	Yes	7		9	7	NA	II	X
WBGene00020883	A_12_P118417	V	3427441	0.834407474438086	V	3276956	3278368	3427228	3491728	Local eQTL	Yes	NA	NA	NA	NA	NA	NA	NA	NA	V	V
WBGene00013920	A_12_P118419	X	3843271	0.140547171645241	X	9965592	9968806	3789476	3863779	Distant eQTL	No	X	12	Yes	73		12	73	NA	X	X
WBGene00013920	A_12_P118419	II	13056136	3.43925131003556e-05	X	9965592	9968806	12710067	13176146	Distant eQTL	No	II	32	No	1	NA	NA	NA	NA	X	II
WBGene00003977	A_12_P118423	I	11373614	0.310677611973855	I	11355236	11356370	11194137	11475178	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	I	I
WBGene00002090	A_12_P118428	X	4758185	0.22612402153082	IV	9682012	9682845	4454441	5638607	Distant eQTL	No	X	14.5	Yes	63	Yes	13, 13.5, 14, 14.5, 15, 15.5, 16, 16.5, 17	285	NA	IV	X
WBGene00014156	A_12_P118429	IV	14378834	0.218052054935765	II	11884560	11886602	14180255	15109518	Distant eQTL	No	IV	39.5	No	4	NA	NA	NA	NA	II	IV
WBGene00007219	A_12_P118448	X	5291269	0.12839004613305	I	13402448	13404106	4674201	5810100	Distant eQTL	No	X	15.5	Yes	34	Yes	13, 13.5, 14, 14.5, 15, 15.5, 16, 16.5, 17	285	NA	I	X
WBGene00007017	A_12_P118463	V	20251656	0.583384937556855	V	20250806	20267247	20248998	20268061	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	V	V
WBGene00022191	A_12_P118473	X	4322768	0.150774370841185	III	2629011	2631439	3946591	4566632	Distant eQTL	No	X	13.5	Yes	14	Yes	13, 13.5, 14, 14.5, 15, 15.5, 16, 16.5, 17	285	NA	III	X
WBGene00017379	A_12_P118478	X	16515500	0.63499135330167	X	17398593	17399357	16496969	17709225	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	X	X
WBGene00010262	A_12_P118483	X	4721441	0.248351042206261	V	13992656	13993476	4630882	5361887	Distant eQTL	No	X	14.5	Yes	63	Yes	13, 13.5, 14, 14.5, 15, 15.5, 16, 16.5, 17	285	NA	V	X
WBGene00014012	A_12_P118503	X	2677818	0.111632847566365	III	9802332	9805093	2518073	3572913	Distant eQTL	No	X	7	No	5	NA	NA	NA	NA	III	X
WBGene00007875	A_12_P118504	IV	4755912	0.177817834397079	IV	12940106	12941405	4366670	6109938	Distant eQTL	No	IV	28.5	Yes	35	Yes	27.5, 28, 28.5, 29	66	NA	IV	IV
WBGene00008625	A_12_P118511	IV	13098759	0.153445378235193	IV	13165481	13166815	12868784	13193898	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	IV	IV
WBGene00003630	A_12_P118521	X	2610418	0.357554752522379	X	2594001	2606733	2597696	2636716	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	X	X
WBGene00018611	A_12_P118527	V	8040062	0.144924378494249	III	5453590	5461282	7895496	8955104	Distant eQTL	No	V	21.5	No	1	NA	NA	NA	NA	III	V
WBGene00018611	A_12_P118527	IV	13871463	0.0388131313132915	III	5453590	5461282	13608743	14237700	Distant eQTL	No	IV	38.5	Yes	8		38.5	8	NA	III	IV
WBGene00045401	A_12_P118530	V	13954172	0.56546486151055	V	13979462	13980907	13946247	14156647	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	V	V
WBGene00012058	A_12_P118530	V	13954172	0.56546486151055	V	13981568	13982971	13946247	14156647	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	V	V
WBGene00007818	A_12_P118544	X	6953360	0.147880010350936	X	16075013	16076570	6864316	7453747	Distant eQTL	No	X	19.5	Yes	13		19.5	13	NA	X	X
WBGene00003385	A_12_P118561	V	6236729	0.19352089562079	V	6502368	6508805	5790711	7093878	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	V	V
WBGene00006714	A_12_P118568	V	18669260	0.667756242368403	V	18686315	18689843	18666392	18690206	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	V	V
WBGene00008017	A_12_P118577	V	17435067	0.644811693988596	V	17549675	17551209	17347455	17568121	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	V	V
WBGene00016038	A_12_P118589	X	4322768	0.697842981510793	X	4329901	4336050	4284268	4402562	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	X	X
WBGene00019294	A_12_P118612	X	8217033	0.211519141707744	X	8228068	8231931	8058569	8465070	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	X	X
WBGene00010822	A_12_P118617	I	12104063	0.509678711607371	I	12108588	12112505	12098639	12258273	Local eQTL	Yes	NA	NA	NA	NA	NA	NA	NA	Yes	I	I
WBGene00010822	A_12_P118617	III	2281167	0.0101491413544554	I	12108588	12112505	2253543	2319656	Distant eQTL	No	III	12.5	No	2	NA	NA	NA	NA	I	III
WBGene00007362	A_12_P118637	V	2284786	0.119954146516195	V	13896657	13898496	2272009	3090905	Distant eQTL	No	V	5.5	Yes	9		5.5	9	NA	V	V
WBGene00020152	A_12_P118642	V	537511	0.140475750540969	V	486984	489142	8249	544961	Local eQTL	Yes	NA	NA	NA	NA	NA	NA	NA	NA	V	V
WBGene00020152	A_12_P118642	X	3843271	1.52682093156716e-05	V	486984	489142	3713398	5361887	Distant eQTL	No	X	12	Yes	73		12	73	NA	V	X
WBGene00001782	A_12_P118684	V	16278107	0.436447440977825	II	15179971	15183232	16231287	16307111	Distant eQTL	No	V	30	No	2	NA	NA	NA	NA	II	V
WBGene00012548	A_12_P118692	III	12806910	0.289297431684626	III	12856830	12870297	12729776	13205407	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	III	III
WBGene00003169	A_12_P118695	X	15825470	0.224426056837912	X	15944003	15948955	15592974	16021441	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	X	X
WBGene00020528	A_12_P118706	IV	5002403	0.231485705929557	V	6840217	6846607	4656772	5208413	Distant eQTL	No	IV	29	Yes	15	Yes	27.5, 28, 28.5, 29	66	NA	V	IV
WBGene00019983	A_12_P118708	V	690925	0.66177729491578	V	773518	812219	684152	690960	Local eQTL	Yes	NA	NA	NA	NA	NA	NA	NA	Yes	V	V
WBGene00018088	A_12_P118743	V	9985933	0.284355615763378	V	9400319	9401876	9918470	10176051	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	V	V
WBGene00010116	A_12_P118753	IV	4656772	0.145449219969172	X	13760237	13763998	4208432	5332926	Distant eQTL	No	IV	28	Yes	10	Yes	27.5, 28, 28.5, 29	66	NA	X	IV
WBGene00004815	A_12_P118766	V	15834708	0.122326596518874	IV	17163573	17164157	15540993	16470633	Distant eQTL	No	V	29.5	No	4	NA	NA	NA	NA	IV	V
WBGene00000413	A_12_P118769	I	3208761	0.0806186994987398	I	3223154	3228104	3167788	3303792	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	I	I
WBGene00000413	A_12_P118769	III	4664	0.00014738563792121	I	3223154	3228104	4664	148752	Distant eQTL	Yes	NA	NA	NA	NA	NA	NA	NA	NA	I	III
WBGene00001479	A_12_P118779	V	11671299	0.110175965224732	V	13603276	13606701	10121039	13760316	Distant eQTL	No	V	23.5	Yes	20	Yes	22.5, 23, 23.5	40	NA	V	V
WBGene00016877	A_12_P118787	V	12414380	0.105030658523693	IV	17176477	17189805	12112105	13954172	Distant eQTL	No	V	24.5	No	4	NA	NA	NA	NA	IV	V
WBGene00009663	A_12_P118795	II	7659303	0.13178402404923	II	11799035	11802415	6654199	8864770	Distant eQTL	No	II	19	Yes	15	Yes	19	15	NA	II	II
WBGene00006697	A_12_P118815	III	1070005	0.114342788500149	III	1062794	1076555	823104	1606356	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	III	III
WBGene00007421	A_12_P118838	II	4858788	0.114394011170745	II	9091108	9093696	4364919	5762423	Distant eQTL	No	II	15.5	Yes	10		15.5	10	NA	II	II
WBGene00018874	A_12_P118845	II	5911690	0.770345797259061	II	5864191	5867022	5839860	6331341	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	II	II
WBGene00018874	A_12_P118845	IV	7172090	0.00838889178201808	II	5864191	5867022	4757132	11570976	Distant eQTL	No	IV	31	Yes	18	Yes	30.5, 31, 31.5, 32	48	NA	II	IV
WBGene00021581	A_12_P118857	IV	4043433	0.392991764244987	IV	3932727	3936294	3919624	4250670	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	IV	IV
WBGene00018748	A_12_P118860	II	4120191	0.241363294699788	II	3900788	3902773	4119401	4288682	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	II	II
WBGene00021556	A_12_P118868	I	1169919	0.045606724774229	V	4164554	4166825	1036866	1253971	Distant eQTL	No	I	5	No	3	NA	NA	NA	NA	V	I
WBGene00015497	A_12_P118876	X	4179483	0.125781278164073	IV	627537	633966	3946591	5361887	Distant eQTL	No	X	13	Yes	16	Yes	13, 13.5, 14, 14.5, 15, 15.5, 16, 16.5, 17	285	NA	IV	X
WBGene00003589	A_12_P118891	X	4721441	0.104240688251083	III	10325613	10330424	4165450	5949176	Distant eQTL	No	X	14.5	Yes	63	Yes	13, 13.5, 14, 14.5, 15, 15.5, 16, 16.5, 17	285	NA	III	X
WBGene00006887	A_12_P118894	II	13106619	0.100447057576807	X	9216728	9232137	12728422	13225059	Distant eQTL	No	II	32.5	No	1	NA	NA	NA	NA	X	II
WBGene00018085	A_12_P118914	IV	4043339	0.202804685227802	IV	4246748	4247487	3988400	4359912	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	IV	IV
WBGene00019830	A_12_P118918	X	5176675	0.11990265929879	X	4008057	4016203	4536045	5638607	Distant eQTL	No	X	15	Yes	45	Yes	13, 13.5, 14, 14.5, 15, 15.5, 16, 16.5, 17	285	NA	X	X
WBGene00010456	A_12_P118923	II	5911690	0.118197013971719	II	8264661	8267360	5463446	6697935	Distant eQTL	No	II	17.5	No	2	NA	NA	NA	NA	II	II
WBGene00018334	A_12_P118931	V	2819815	0.182211372935004	IV	8612334	8614695	2274345	3177786	Distant eQTL	Yes	NA	NA	NA	NA	NA	NA	NA	NA	IV	V
WBGene00018334	A_12_P118931	IV	4043339	0.00126142672272234	IV	8612334	8614695	3988400	4043433	Distant eQTL	No	IV	26.5	Yes	7		26.5	7	NA	IV	IV
WBGene00015392	A_12_P118934	X	8465070	0.207357318826562	X	8541862	8542282	7982412	9591109	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	X	X
WBGene00019471	A_12_P118936	V	6526389	0.140677254778534	V	3942164	3944519	5790711	8040062	Distant eQTL	No	V	20.5	No	3	NA	NA	NA	NA	V	V
WBGene00021864	A_12_P118940	X	6953360	0.108539283075636	III	2305934	2308054	6864316	9086971	Distant eQTL	No	X	19.5	Yes	13		19.5	13	NA	III	X
WBGene00015044	A_12_P118944	V	3955380	0.11973068232762	V	3968134	3970514	3881987	4310237	Local eQTL	Yes	NA	NA	NA	NA	NA	NA	NA	NA	V	V
WBGene00021912	A_12_P118947	III	5370	0.351193457552296	III	434891	440147	4664	148752	Local eQTL	Yes	NA	NA	NA	NA	NA	NA	NA	NA	III	III
WBGene00022213	A_12_P118954	IV	2851044	0.507616104325213	X	148304	148812	2782050	2930684	Distant eQTL	No	IV	21	No	2	NA	NA	NA	NA	X	IV
WBGene00022213	A_12_P118954	V	11513193	0.0576931384501976	X	148304	148812	11004172	11671299	Distant eQTL	No	V	23.5	Yes	20	Yes	22.5, 23, 23.5	40	NA	X	V
WBGene00005446	A_12_P118969	IV	10776966	0.146005708520343	V	15445737	15447381	9995259	12896142	Distant eQTL	No	IV	32	Yes	9	Yes	30.5, 31, 31.5, 32	48	NA	V	IV
WBGene00019847	A_12_P118970	X	6885628	0.184752984941968	X	7805624	7816924	5949176	8208528	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	X	X
WBGene00003414	A_12_P118972	III	12317274	0.115570222114016	III	12283157	12303216	12292760	12501901	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	III	III
WBGene00003414	A_12_P118972	IV	1250791	0.0110914880824612	III	12283157	12303216	1173221	1425153	Distant eQTL	No	IV	6.5	No	2	NA	NA	NA	NA	III	IV
WBGene00018054	A_12_P118977	V	3427441	0.802881173320335	V	3289798	3295069	3427228	3491728	Local eQTL	Yes	NA	NA	NA	NA	NA	NA	NA	NA	V	V
WBGene00018054	A_12_P118977	V	2284786	0.419782892520146	V	3289798	3295069	2231050	2486879	Distant eQTL	No	V	5.5	Yes	9		5.5	9	NA	V	V
WBGene00012446	A_12_P118993	V	19733784	0.762065611647082	V	18846791	18852729	19731494	19749352	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	V	V
WBGene00014308	A_12_P119000	II	8102088	0.233358918410195	II	8786457	8787119	7367480	9179575	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	II	II
WBGene00014308	A_12_P119000	III	1452343	0.0013138832080442	II	8786457	8787119	1395240	1460260	Distant eQTL	No	III	5.5	No	3	NA	NA	NA	NA	II	III
WBGene00014308	A_12_P119000	II	14204646	0.00445502226803325	II	8786457	8787119	14070545	14243104	Distant eQTL	No	II	41	Yes	10		41	10	NA	II	II
WBGene00017490	A_12_P119030	V	2302069	0.416043876221553	V	2329444	2329954	2282576	2486879	Local eQTL	Yes	NA	NA	NA	NA	NA	NA	NA	Yes	V	V
WBGene00020114	A_12_P119032	II	7659303	0.515171478003265	II	7627246	7651349	7486939	8007499	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	II	II
WBGene00003752	A_12_P119034	X	4758185	0.236218276925037	X	8917421	8922903	4630882	5676445	Distant eQTL	No	X	14.5	Yes	63	Yes	13, 13.5, 14, 14.5, 15, 15.5, 16, 16.5, 17	285	NA	X	X
WBGene00012956	A_12_P119042	I	11858851	0.376183137950448	I	11897407	11898521	11858299	11902882	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	I	I
WBGene00017584	A_12_P119052	II	4120191	0.228976712580707	II	3675476	3676736	4119401	4858788	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	II	II
WBGene00017584	A_12_P119052	X	15607625	0.002784270577569	II	3675476	3676736	15521354	15930189	Distant eQTL	No	X	44	No	2	NA	NA	NA	NA	II	X
WBGene00017584	A_12_P119052	V	12442176	0.00769273386950519	II	3675476	3676736	12257725	12903236	Distant eQTL	Yes	NA	NA	NA	NA	NA	NA	NA	NA	II	V
WBGene00020516	A_12_P119055	IV	4757132	0.162264787654648	V	6842737	6846671	4538310	5697478	Distant eQTL	No	IV	28.5	Yes	35	Yes	27.5, 28, 28.5, 29	66	NA	V	IV
WBGene00009247	A_12_P119057	IV	11565289	0.119314959764	II	13123020	13124850	10365714	12621984	Distant eQTL	No	IV	32.5	No	4	NA	NA	NA	NA	II	IV
WBGene00023427	A_12_P119075	II	3288020	0.562016397940423	II	3342335	3344968	3287146	3373865	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	II	II
WBGene00019355	A_12_P119092	X	5341098	0.151559868492089	V	4681968	4685112	4639456	5676445	Distant eQTL	No	X	15.5	Yes	34	Yes	13, 13.5, 14, 14.5, 15, 15.5, 16, 16.5, 17	285	NA	V	X
WBGene00012062	A_12_P119093	X	4635054	0.115519516026536	III	9425466	9426401	4171941	5341098	Distant eQTL	No	X	14	Yes	15	Yes	13, 13.5, 14, 14.5, 15, 15.5, 16, 16.5, 17	285	NA	III	X
WBGene00017520	A_12_P119097	II	2344110	0.528611027866671	II	2367315	2368743	2337065	2382488	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	II	II
WBGene00016684	A_12_P119101	X	4958735	0.281293599632166	III	5042412	5045634	4630882	5576572	Distant eQTL	No	X	15	Yes	45	Yes	13, 13.5, 14, 14.5, 15, 15.5, 16, 16.5, 17	285	NA	III	X
WBGene00023425	A_12_P119126	II	4380580	0.393859731707474	II	4368223	4369692	4328160	4548757	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	II	II
WBGene00007719	A_12_P119174	IV	8127338	0.104376884424561	V	15065135	15065317	7630216	8986377	Distant eQTL	No	IV	31	Yes	18	Yes	30.5, 31, 31.5, 32	48	NA	V	IV
WBGene00011212	A_12_P119175	V	18273719	0.43658397623373	V	18259260	18266391	18269611	18383759	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	V	V
WBGene00011212	A_12_P119175	IV	4818285	0.00195648112525385	V	18259260	18266391	4656772	5646749	Distant eQTL	No	IV	29	Yes	15	Yes	27.5, 28, 28.5, 29	66	NA	V	IV
WBGene00016812	A_12_P119184	II	6368	0.124435039890488	II	88221	91523	6368	916957	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	II	II
WBGene00019724	A_12_P119193	IV	3792388	0.171323792483502	IV	3803581	3804949	3689864	3857221	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	IV	IV
WBGene00000019	A_12_P119195	IV	9987122	0.467521686156754	IV	10206189	10214911	9825814	9995259	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	IV	IV
WBGene00000088	A_12_P119202	I	14842185	0.310371031515546	I	14850052	14855827	14811508	14874140	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	I	I
WBGene00000114	A_12_P119206	IV	4757132	0.103641247343231	II	11728949	11731226	3837377	5023053	Distant eQTL	No	IV	28.5	Yes	35	Yes	27.5, 28, 28.5, 29	66	NA	II	IV
WBGene00000529	A_12_P119224	X	5526747	0.100643253444142	II	11351991	11370320	3716925	5922452	Distant eQTL	No	X	16	Yes	35	Yes	13, 13.5, 14, 14.5, 15, 15.5, 16, 16.5, 17	285	NA	II	X
WBGene00044322	A_12_P119225	II	12448512	0.102167566280362	II	12460641	12461473	12199430	12701144	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	II	II
WBGene00007313	A_12_P119232	II	14281383	0.189336570731335	II	14535926	14537828	14229519	15274701	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	II	II
WBGene00021317	A_12_P119240	III	1806339	0.103969773997453	III	5352841	5353189	1441659	1954629	Distant eQTL	No	III	11.5	No	1	NA	NA	NA	NA	III	III
WBGene00019449	A_12_P119249	V	708390	0.374010821185283	V	588118	589657	691031	1113279	Local eQTL	Yes	NA	NA	NA	NA	NA	NA	NA	NA	V	V
WBGene00004821	A_12_P119260	V	13010814	0.140412572448169	II	3824155	3824709	12889287	14190544	Distant eQTL	No	V	25	Yes	14		25	14	NA	II	V
WBGene00009519	A_12_P119261	X	4758185	0.147034657532227	IV	1251861	1252470	3713398	5576572	Distant eQTL	No	X	14.5	Yes	63	Yes	13, 13.5, 14, 14.5, 15, 15.5, 16, 16.5, 17	285	NA	IV	X
WBGene00008499	A_12_P119296	II	13897233	0.0997515541871225	II	14013819	14016965	13747136	14404082	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	II	II
WBGene00003234	A_12_P119301	III	11847455	0.378476626725126	III	11848151	11849522	11756068	11913630	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	III	III
WBGene00044653	A_12_P119302	V	16167823	0.527796260062057	V	16266765	16267762	16086790	16181609	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	V	V
WBGene00009509	A_12_P119305	X	10813669	0.161990485516251	I	10486707	10487326	10105925	11600428	Distant eQTL	No	X	24	No	3	NA	NA	NA	NA	I	X
WBGene00012378	A_12_P119317	IV	13422338	0.627645502882621	X	16245194	16245581	13418977	13527947	Distant eQTL	No	IV	36.5	No	2	NA	NA	NA	NA	X	IV
WBGene00020134	A_12_P119324	X	2536346	0.285061501375112	X	2335682	2348727	2231943	2636716	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	X	X
WBGene00009157	A_12_P119325	I	9729023	0.135060491612365	I	9757854	9760787	9701366	10093210	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	I	I
WBGene00018351	A_12_P119326	II	3419553	0.322802638037139	II	2422199	2425400	3400642	3521022	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	II	II
WBGene00010745	A_12_P119327	IV	12963367	0.13180988865007	IV	12976231	12978346	12697226	13356132	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	Yes	IV	IV
WBGene00000279	A_12_P119331	IV	12512951	0.124582892846463	III	5083206	5085289	9659427	13117565	Distant eQTL	No	IV	33.5	Yes	7	Yes	33.5	7	NA	III	IV
WBGene00007334	A_12_P119337	II	9845678	0.439231953581355	II	9938106	9938971	9842467	10096849	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	II	II
WBGene00007334	A_12_P119337	IV	13813174	0.00646240540645195	II	9938106	9938971	13608743	14237700	Distant eQTL	No	IV	38.5	Yes	8		38.5	8	NA	II	IV
WBGene00002255	A_12_P119353	V	11032432	0.104434139226377	X	3257010	3258158	8602178	12288279	Distant eQTL	No	V	23	Yes	7	Yes	22.5, 23, 23.5	40	NA	X	V
WBGene00019731	A_12_P119359	X	8465070	0.54820742286227	X	8754561	8761597	8208528	9086971	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	X	X
WBGene00001414	A_12_P119365	I	8346637	0.162357929218017	I	8623012	8631202	7969987	9554938	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	I	I
WBGene00001448	A_12_P119395	X	5569019	0.283381977242186	X	8528251	8531076	4674201	5676445	Distant eQTL	No	X	16.5	Yes	44	Yes	13, 13.5, 14, 14.5, 15, 15.5, 16, 16.5, 17	285	NA	X	X
WBGene00004809	A_12_P119398	V	19883760	0.115971284036168	V	16121084	16122649	19817366	20199810	Distant eQTL	No	V	44	No	1	NA	NA	NA	NA	V	V
WBGene00007511	A_12_P119405	X	5291269	0.330476813781833	IV	9385116	9385716	4674201	5390152	Distant eQTL	No	X	15.5	Yes	34	Yes	13, 13.5, 14, 14.5, 15, 15.5, 16, 16.5, 17	285	NA	IV	X
WBGene00010470	A_12_P119422	V	2819135	0.119674923721133	V	12407366	12408592	2274345	4792309	Distant eQTL	Yes	NA	NA	NA	NA	NA	NA	NA	NA	V	V
WBGene00021268	A_12_P119442	X	4758185	0.510571342208704	X	5919397	5920495	4753798	4862702	Distant eQTL	No	X	14.5	Yes	63	Yes	13, 13.5, 14, 14.5, 15, 15.5, 16, 16.5, 17	285	NA	X	X
WBGene00003640	A_12_P119467	V	15834792	0.119893282477243	V	15997726	16000631	15339524	16167823	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	V	V
WBGene00010690	A_12_P119505	X	3843271	0.122365901273875	X	13237389	13238541	3713398	3907685	Distant eQTL	No	X	12	Yes	73		12	73	NA	X	X
WBGene00016427	A_12_P119517	IV	1575852	0.168584844084108	IV	1545197	1550231	1314462	1679330	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	IV	IV
WBGene00011670	A_12_P119538	V	15132428	0.698820131394053	V	15182440	15184132	14723740	15269015	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	V	V
WBGene00021441	A_12_P119561	III	1758427	0.541379094819552	III	1777802	1778309	1629908	1759358	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	III	III
WBGene00012764	A_12_P119571	IV	14899430	0.129874492721588	IV	15006794	15007135	14237700	15023091	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	IV	IV
WBGene00007183	A_12_P119595	V	18383759	0.364515413667008	V	18329112	18331179	18269611	18416620	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	V	V
WBGene00018398	A_12_P119599	IV	8747453	0.10230179809352	V	8017207	8021761	7630216	9672074	Distant eQTL	No	IV	31.5	Yes	11	Yes	30.5, 31, 31.5, 32	48	NA	V	IV
WBGene00011611	A_12_P119615	V	20113987	0.269812414488438	X	179318	182175	19888414	20135102	Distant eQTL	No	V	45	No	1	NA	NA	NA	NA	X	V
WBGene00000478	A_12_P119623	V	3491728	0.305562096613238	V	3441504	3444877	3229784	3551664	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	V	V
WBGene00000894	A_12_P119634	II	8102088	0.195453541222595	II	8222386	8229151	6927342	9145624	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	II	II
WBGene00000894	A_12_P119634	IV	7641964	0.000562908136171536	II	8222386	8229151	7381956	8127338	Distant eQTL	No	IV	31	Yes	18	Yes	30.5, 31, 31.5, 32	48	NA	II	IV
WBGene00019917	A_12_P119654	I	11575781	0.0844534427139836	II	944066	946161	11541403	11858851	Distant eQTL	No	I	32	No	1	NA	NA	NA	NA	II	I
WBGene00007242	A_12_P119667	X	3843271	0.10170376199067	II	14573608	14576562	3154731	3907685	Distant eQTL	No	X	12	Yes	73		12	73	NA	II	X
WBGene00019673	A_12_P119670	I	1169919	0.0480800395443807	I	1341218	1344697	865340	1451409	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	I	I
WBGene00020573	A_12_P119671	X	582924	0.163687233469696	X	664714	666300	21056	1142327	Local eQTL	No	NA	NA	NA	NA	NA	NA	NA	NA	X	X
WBGene00016781	A_12_P119698	X	5569019	0.111287902375538	V	4046405	4047433	4630882	5922452	Distant eQTL	No	X	16.5	Yes	44	Yes	13, 13.5, 14, 14.5, 15, 15.5, 16, 16.5, 17	285	NA	V	X
