trait	ld_betw	eQTL_1	eQTL_2	LD	chroms
Y53C12B.1.1	Distant eQTL to Distant eQTL	V_7596063	III_3353294	0.214774824680953	Between different chromosomes
Y53F4B.11a.1	Distant eQTL to Distant eQTL	X_6723875	II_13949432	0.387021016262074	Between different chromosomes
Y53F4B.20.1	Distant eQTL to Distant eQTL	III_12619451	II_2476363	0.343695497246459	Between different chromosomes
Y54E2A.1.1	Distant eQTL to Distant eQTL	V_14645499	III_2910677	0.151361321239399	Between different chromosomes
Y54F10AM.2a.1	Distant eQTL to Distant eQTL	V_14444778	II_7779364	0.130409877153636	Between different chromosomes
Y54F10AM.2a.1	Distant eQTL to Distant eQTL	X_13448004	II_7779364	0.127676159415247	Between different chromosomes
Y54F10AM.2a.1	Distant eQTL to Distant eQTL	X_13448004	V_14444778	0.22018038064808	Between different chromosomes
Y54G11A.6.1	Distant eQTL to Distant eQTL	III_4892173	I_14542418	0.646890445472632	Between different chromosomes
Y54G11A.6.1	Distant eQTL to Distant eQTL	X_717423	I_14542418	0.296853025597916	Between different chromosomes
Y54G11A.6.1	Distant eQTL to Distant eQTL	X_16028044	I_14542418	0.334022519636027	Between different chromosomes
Y54G11A.6.1	Distant eQTL to Distant eQTL	X_717423	III_4892173	0.359617178159092	Between different chromosomes
Y54G11A.6.1	Distant eQTL to Distant eQTL	X_16028044	III_4892173	0.490734499197896	Between different chromosomes
Y54G11A.6.1	Distant eQTL to Distant eQTL	X_16028044	X_717423	0.282069059152832	On the same chromosome
Y54G11A.6.2	Distant eQTL to Distant eQTL	II_6095043	I_14542418	0.473329173372378	Between different chromosomes
Y54G11A.6.2	Distant eQTL to Distant eQTL	III_4892173	I_14542418	0.646890445472632	Between different chromosomes
Y54G11A.6.2	Distant eQTL to Distant eQTL	X_8007974	I_14542418	0.0259401971088735	Between different chromosomes
Y54G11A.6.2	Distant eQTL to Distant eQTL	X_16028044	I_14542418	0.334022519636027	Between different chromosomes
Y54G11A.6.2	Distant eQTL to Distant eQTL	III_4892173	II_6095043	0.541691381495884	Between different chromosomes
Y54G11A.6.2	Distant eQTL to Distant eQTL	X_8007974	II_6095043	0.0237627490407151	Between different chromosomes
Y54G11A.6.2	Distant eQTL to Distant eQTL	X_16028044	II_6095043	0.252846130530263	Between different chromosomes
Y54G11A.6.2	Distant eQTL to Distant eQTL	X_8007974	III_4892173	0.0259401971088735	Between different chromosomes
Y54G11A.6.2	Distant eQTL to Distant eQTL	X_16028044	III_4892173	0.490734499197896	Between different chromosomes
Y54G11A.6.2	Distant eQTL to Distant eQTL	X_16028044	X_8007974	0.007780386219771	On the same chromosome
Y54G11A.9.2	Distant eQTL to Distant eQTL	IV_13102870	III_811742	0.0860384680314111	Between different chromosomes
Y54G11B.1.2	Distant eQTL to Distant eQTL	III_12619451	II_2858869	0.228877689162671	Between different chromosomes
Y54G11B.1.2	Distant eQTL to Distant eQTL	V_13722936	II_2858869	0.31657944453012	Between different chromosomes
Y54G11B.1.2	Distant eQTL to Distant eQTL	V_13722936	III_12619451	0.2590611571635	Between different chromosomes
Y54G2A.73b.1	Distant eQTL to Distant eQTL	X_11122756	IV_15822445	0.157191060158933	Between different chromosomes
Y55D9A.1c.1	Distant eQTL to Distant eQTL	IV_9026757	II_11958857	0.180705691657159	Between different chromosomes
Y55D9A.1c.1	Distant eQTL to Distant eQTL	V_11524044	II_11958857	0.199308778412856	Between different chromosomes
Y55D9A.1c.1	Distant eQTL to Distant eQTL	X_5067480	II_11958857	0.19957150175055	Between different chromosomes
Y55D9A.1c.1	Distant eQTL to Distant eQTL	V_11524044	IV_9026757	0.271671996028601	Between different chromosomes
Y55D9A.1c.1	Distant eQTL to Distant eQTL	X_5067480	IV_9026757	0.380539509099387	Between different chromosomes
Y55D9A.1c.1	Distant eQTL to Distant eQTL	X_5067480	V_11524044	0.29960498531591	Between different chromosomes
Y55F3AM.14.2	Distant eQTL to Distant eQTL	IV_16384308	II_14870791	0.161642916815652	Between different chromosomes
Y55F3AM.3a.1	Distant eQTL to Distant eQTL	III_1556006	I_12987942	0.0957669103681178	Between different chromosomes
Y55F3AM.3a.1	Distant eQTL to Distant eQTL	IV_12884643	I_12987942	0.0820074469563957	Between different chromosomes
Y55F3AM.3a.1	Distant eQTL to Distant eQTL	IV_12884643	III_1556006	0.0164040791941686	Between different chromosomes
Y55F3BR.10.1	Distant eQTL to Distant eQTL	III_811742	I_10693877	0.0268676631987341	Between different chromosomes
Y56A3A.14.1	Distant eQTL to Distant eQTL	V_4148393	II_8699190	0.309558810051344	Between different chromosomes
Y56A3A.7a.1	Distant eQTL to Distant eQTL	IV_4430374	II_946924	0.199571501750264	Between different chromosomes
Y56A3A.7a.1	Distant eQTL to Distant eQTL	V_14649731	II_946924	0.141308813235556	Between different chromosomes
Y56A3A.7a.1	Distant eQTL to Distant eQTL	X_13516932	II_946924	0.0451557909206585	Between different chromosomes
Y56A3A.7a.1	Distant eQTL to Distant eQTL	V_14649731	IV_4430374	0.277086347350016	Between different chromosomes
Y56A3A.7a.1	Distant eQTL to Distant eQTL	X_13516932	IV_4430374	0.16476879215603	Between different chromosomes
Y56A3A.7a.1	Distant eQTL to Distant eQTL	X_13516932	V_14649731	0.191792019876556	Between different chromosomes
Y57G11C.46.1	Distant eQTL to Distant eQTL	IV_7156654	I_1200305	0.346855985260017	Between different chromosomes
Y57G11C.46.1	Distant eQTL to Distant eQTL	X_11690885	I_1200305	0.0860384680313376	Between different chromosomes
Y57G11C.46.1	Distant eQTL to Distant eQTL	X_11690885	IV_7156654	0.424034549253365	Between different chromosomes
Y57G7A.10.2	Distant eQTL to Distant eQTL	IV_12887411	III_1556006	0.0762454856594209	Between different chromosomes
Y61A9LA.10.1	Distant eQTL to Distant eQTL	IV_6539887	III_3353294	0.317293826946728	Between different chromosomes
Y61A9LA.10.1	Distant eQTL to Distant eQTL	V_7317606	III_3353294	0.480587297105725	Between different chromosomes
Y61A9LA.10.1	Distant eQTL to Distant eQTL	V_7317606	IV_6539887	0.317293826946731	Between different chromosomes
Y62E10A.11.1	Distant eQTL to Distant eQTL	V_5001295	I_13348750	0.133792979359323	Between different chromosomes
Y65B4BM.3.1	Distant eQTL to Distant eQTL	V_14654518	IV_4430374	0.316592861241986	Between different chromosomes
Y66D12A.16c.1	Distant eQTL to Distant eQTL	III_1286892	II_9126470	0.0218746095681122	Between different chromosomes
Y68A4B.1.1	Distant eQTL to Distant eQTL	V_19299140	IV_1557342	0.114688345903991	Between different chromosomes
Y69H2.3a.1	Distant eQTL to Distant eQTL	X_1905739	II_587549	0.460220833287447	Between different chromosomes
Y69H2.3b.1	Distant eQTL to Distant eQTL	V_20056842	IV_15194433	0.539673494090091	Between different chromosomes
Y69H2.3d.1	Distant eQTL to Distant eQTL	X_1905739	II_587549	0.460220833287447	Between different chromosomes
Y69H2.3e.1	Distant eQTL to Distant eQTL	X_1905739	II_587549	0.460220833287447	Between different chromosomes
Y69H2.3g.1	Distant eQTL to Distant eQTL	II_587549	I_13171417	0.310416524820752	Between different chromosomes
Y69H2.3g.1	Distant eQTL to Distant eQTL	IV_13190783	I_13171417	0.343695497246459	Between different chromosomes
Y69H2.3g.1	Distant eQTL to Distant eQTL	X_1905739	I_13171417	0.744169851044201	Between different chromosomes
Y69H2.3g.1	Distant eQTL to Distant eQTL	IV_13190783	II_587549	0.243661873385862	Between different chromosomes
Y69H2.3g.1	Distant eQTL to Distant eQTL	X_1905739	II_587549	0.460220833287447	Between different chromosomes
Y69H2.3g.1	Distant eQTL to Distant eQTL	X_1905739	IV_13190783	0.506838501772619	Between different chromosomes
Y6E2A.4.2	Distant eQTL to Distant eQTL	V_13107959	I_13410898	0.150533746665425	Between different chromosomes
Y6E2A.4.2	Distant eQTL to Distant eQTL	V_19299140	I_13410898	0.188560166524626	Between different chromosomes
Y6E2A.4.2	Distant eQTL to Distant eQTL	X_6895081	I_13410898	0.293514723008624	Between different chromosomes
Y6E2A.4.2	Distant eQTL to Distant eQTL	V_19299140	V_13107959	0.172252088614226	On the same chromosome
Y6E2A.4.2	Distant eQTL to Distant eQTL	X_6895081	V_13107959	0.347308929905959	Between different chromosomes
Y6E2A.4.2	Distant eQTL to Distant eQTL	X_6895081	V_19299140	0.293376835335574	Between different chromosomes
Y71D11A.1b.1	Distant eQTL to Distant eQTL	V_14654518	I_11381435	0.427734634997644	Between different chromosomes
Y71D11A.1b.1	Distant eQTL to Distant eQTL	X_769345	I_11381435	0.671515659565941	Between different chromosomes
Y71D11A.1b.1	Distant eQTL to Distant eQTL	X_14955875	I_11381435	0.355340297045698	Between different chromosomes
Y71D11A.1b.1	Distant eQTL to Distant eQTL	X_769345	V_14654518	0.316592861241977	Between different chromosomes
Y71D11A.1b.1	Distant eQTL to Distant eQTL	X_14955875	V_14654518	0.252252960949361	Between different chromosomes
Y71D11A.1b.1	Distant eQTL to Distant eQTL	X_14955875	X_769345	0.257537481139158	On the same chromosome
Y71F9AL.10b.1	Distant eQTL to Distant eQTL	V_19670569	V_7317606	0.234951253587667	On the same chromosome
Y71G12A.3a.1	Distant eQTL to Distant eQTL	X_14837286	V_14649731	0.242525560336219	Between different chromosomes
Y71G12B.11c.1	Distant eQTL to Distant eQTL	V_14650622	IV_15446109	0.319813676125091	Between different chromosomes
Y71G12B.11c.1	Distant eQTL to Distant eQTL	X_14955875	IV_15446109	0.252462753441925	Between different chromosomes
Y71G12B.11c.1	Distant eQTL to Distant eQTL	X_14955875	V_14650622	0.228917317102329	Between different chromosomes
Y71H2AM.15b.1	Distant eQTL to Distant eQTL	V_14444778	IV_4430374	0.195642620755245	Between different chromosomes
Y71H2B.2.2	Distant eQTL to Distant eQTL	IV_4118251	II_2154970	0.243661873385862	Between different chromosomes
Y73B3A.13	Distant eQTL to Distant eQTL	IV_16027005	II_546631	0.0472313448888154	Between different chromosomes
Y73B6BL.28	Distant eQTL to Distant eQTL	IV_14376436	I_3694839	0.144510241396689	Between different chromosomes
Y73B6BL.34.1	Distant eQTL to Distant eQTL	V_20030979	V_14649731	0.307762445888615	On the same chromosome
Y73C8C.10.1	Distant eQTL to Distant eQTL	X_4562158	II_13071904	0.593761751750285	Between different chromosomes
Y73C8C.8.1	Distant eQTL to Distant eQTL	V_4415549	IV_7858491	0.448553336722827	Between different chromosomes
Y73F8A.31	Distant eQTL to Distant eQTL	II_8404773	II_3905784	0.584120370571913	On the same chromosome
Y73F8A.31	Distant eQTL to Distant eQTL	V_5065362	II_3905784	0.0820074469563957	Between different chromosomes
Y73F8A.31	Distant eQTL to Distant eQTL	V_5065362	II_8404773	0.122166709945124	Between different chromosomes
Y74C9A.2a.2	Distant eQTL to Distant eQTL	X_4562158	V_10343103	0.677740837740229	Between different chromosomes
Y74C9A.5.1	Distant eQTL to Distant eQTL	II_2756505	I_1627088	0.0611660939019297	Between different chromosomes
Y74C9A.5.1	Distant eQTL to Distant eQTL	III_9880014	I_1627088	0.0588622368784835	Between different chromosomes
Y74C9A.5.1	Distant eQTL to Distant eQTL	III_9880014	II_2756505	0.167031841971119	Between different chromosomes
Y75B8A.35c.1	Distant eQTL to Distant eQTL	X_9464216	V_4332518	0.332153066245238	Between different chromosomes
Y76A2B.2.1	Distant eQTL to Distant eQTL	X_13516932	V_14444778	0.194037047488828	Between different chromosomes
Y92C3B.1.1	Distant eQTL to Distant eQTL	V_16730413	III_11275167	0.109014592988585	Between different chromosomes
Y92C3B.1.1	Distant eQTL to Distant eQTL	X_6752814	III_11275167	0.0536227723095774	Between different chromosomes
Y92C3B.1.1	Distant eQTL to Distant eQTL	X_6752814	V_16730413	0.00725172710817608	Between different chromosomes
Y95B8A.1a.1	Distant eQTL to Distant eQTL	V_14649731	II_946924	0.141308813235556	Between different chromosomes
Y95D11A.5.1	Distant eQTL to Distant eQTL	V_18457487	I_3210073	0.171580954824072	Between different chromosomes
ZC123.1.2	Distant eQTL to Distant eQTL	V_16017666	IV_14412461	0.182578073429962	Between different chromosomes
ZC123.1.2	Distant eQTL to Distant eQTL	X_14955875	IV_14412461	0.180705691657159	Between different chromosomes
ZC123.1.2	Distant eQTL to Distant eQTL	X_14955875	V_16017666	0.131317993881603	Between different chromosomes
ZC373.6.2	Distant eQTL to Distant eQTL	IV_4430374	II_13265642	0.118080967662683	Between different chromosomes
ZC373.6.2	Distant eQTL to Distant eQTL	V_14649731	II_13265642	0.101875528305611	Between different chromosomes
ZC373.6.2	Distant eQTL to Distant eQTL	V_14649731	IV_4430374	0.277086347350016	Between different chromosomes
ZC376.1.1	Distant eQTL to Distant eQTL	III_1556006	I_10681811	0.380539509099387	Between different chromosomes
ZC449.1.1	Distant eQTL to Distant eQTL	IV_16384308	I_661425	0.098612919873175	Between different chromosomes
ZC455.6a.1	Distant eQTL to Distant eQTL	V_14699598	III_12772042	0.21391664398497	Between different chromosomes
ZC47.3.2	Distant eQTL to Distant eQTL	IV_1551129	II_3748259	0.133292541682724	Between different chromosomes
ZC47.3.2	Distant eQTL to Distant eQTL	X_15199679	II_3748259	0.0557840500964863	Between different chromosomes
ZC47.3.2	Distant eQTL to Distant eQTL	X_15199679	IV_1551129	0.0793541994657492	Between different chromosomes
ZC513.4.1	Distant eQTL to Distant eQTL	V_13709420	I_8484435	0.438790676620906	Between different chromosomes
ZC84.1.1	Distant eQTL to Distant eQTL	IV_14412461	II_15120251	0.113768477828965	Between different chromosomes
ZK1055.4.2	Distant eQTL to Distant eQTL	II_630902	I_2747057	0.161482604013107	Between different chromosomes
ZK1055.4.2	Distant eQTL to Distant eQTL	III_11891019	I_2747057	0.130633677794635	Between different chromosomes
ZK1055.4.2	Distant eQTL to Distant eQTL	IV_6341638	I_2747057	0.404107083271721	Between different chromosomes
ZK1055.4.2	Distant eQTL to Distant eQTL	III_11891019	II_630902	0.0860384680314111	Between different chromosomes
ZK1055.4.2	Distant eQTL to Distant eQTL	IV_6341638	II_630902	0.106924625727168	Between different chromosomes
ZK1055.4.2	Distant eQTL to Distant eQTL	IV_6341638	III_11891019	0.12345890111158	Between different chromosomes
ZK1098.4.1	Distant eQTL to Distant eQTL	V_14444778	III_2910677	0.207893589724163	Between different chromosomes
ZK112.2d.1	Distant eQTL to Distant eQTL	II_13108012	I_13227967	0.0203787954722173	Between different chromosomes
ZK112.2d.1	Distant eQTL to Distant eQTL	V_20410593	I_13227967	0.0304897465885516	Between different chromosomes
ZK112.2d.1	Distant eQTL to Distant eQTL	V_20410593	II_13108012	0.0695704287969672	Between different chromosomes
ZK1127.1.2	Distant eQTL to Distant eQTL	V_19032120	IV_15391345	0.150533746665425	Between different chromosomes
ZK1127.1.2	Distant eQTL to Distant eQTL	X_14159469	IV_15391345	0.127626414590101	Between different chromosomes
ZK1127.1.2	Distant eQTL to Distant eQTL	X_14159469	V_19032120	0.104368118597712	Between different chromosomes
ZK1290.2a.1	Distant eQTL to Distant eQTL	X_4562158	V_10343103	0.677740837740229	Between different chromosomes
ZK180.5c.1	Distant eQTL to Distant eQTL	V_15964660	I_2013029	0.207007675253931	Between different chromosomes
ZK180.5c.1	Distant eQTL to Distant eQTL	X_2611687	I_2013029	0.283690557083892	Between different chromosomes
ZK180.5c.1	Distant eQTL to Distant eQTL	X_14460051	I_2013029	0.253976898568306	Between different chromosomes
ZK180.5c.1	Distant eQTL to Distant eQTL	X_2611687	V_15964660	0.21825713689909	Between different chromosomes
ZK180.5c.1	Distant eQTL to Distant eQTL	X_14460051	V_15964660	0.192743373990312	Between different chromosomes
ZK180.5c.1	Distant eQTL to Distant eQTL	X_14460051	X_2611687	0.24366187338586	On the same chromosome
ZK180.6b.1	Distant eQTL to Distant eQTL	V_15303922	IV_6341638	0.279549397203735	Between different chromosomes
ZK218.5.1	Distant eQTL to Distant eQTL	IV_4267111	I_13681735	0.199356929682582	Between different chromosomes
ZK218.7.1	Distant eQTL to Distant eQTL	IV_13953268	III_11849295	0.0155781539446815	Between different chromosomes
ZK228.1.1	Distant eQTL to Distant eQTL	IV_4035975	I_3173070	0.117552774401392	Between different chromosomes
ZK355.2a.2	Distant eQTL to Distant eQTL	V_13629698	II_10258422	0.0150596382270283	Between different chromosomes
ZK370.8.2	Distant eQTL to Distant eQTL	X_14711110	III_6354631	0.309142131035925	Between different chromosomes
ZK402.5.1	Distant eQTL to Distant eQTL	I_14106800	I_345372	0.199571501750264	On the same chromosome
ZK402.5.1	Distant eQTL to Distant eQTL	V_7596063	I_345372	0.182128202801359	Between different chromosomes
ZK402.5.1	Distant eQTL to Distant eQTL	V_7596063	I_14106800	0.0609504218969575	Between different chromosomes
ZK488.6.1	Distant eQTL to Distant eQTL	X_14966284	V_1847166	0.379419810926572	Between different chromosomes
ZK617.1e.1	Distant eQTL to Distant eQTL	II_473231	I_13989722	0.203230031177566	Between different chromosomes
ZK617.1e.1	Distant eQTL to Distant eQTL	II_3813553	I_13989722	0.201378705278393	Between different chromosomes
ZK617.1e.1	Distant eQTL to Distant eQTL	II_3813553	II_473231	0.468325373236961	On the same chromosome
ZK637.18	Distant eQTL to Distant eQTL	IV_15510117	I_981568	0.172054924398933	Between different chromosomes
ZK637.6	Distant eQTL to Distant eQTL	III_1777174	I_981568	0.379419810926572	Between different chromosomes
ZK637.6	Distant eQTL to Distant eQTL	IV_17300072	I_981568	0.0993076071153525	Between different chromosomes
ZK637.6	Distant eQTL to Distant eQTL	IV_17300072	III_1777174	0.0383852589993917	Between different chromosomes
ZK662.5.1	Distant eQTL to Distant eQTL	X_769345	I_11789362	0.380539509099442	Between different chromosomes
ZK666.6.1	Distant eQTL to Distant eQTL	V_20060851	I_13227967	0.0657245954601067	Between different chromosomes
ZK669.4.1	Distant eQTL to Distant eQTL	IV_17231741	II_6920787	0.121658893824265	Between different chromosomes
ZK669.4.1	Distant eQTL to Distant eQTL	X_14058968	II_6920787	0.379419810926572	Between different chromosomes
ZK669.4.1	Distant eQTL to Distant eQTL	X_14058968	IV_17231741	0.121658893824263	Between different chromosomes
